,source,target
2096,98,341
2097,98,748
2098,98,861
2099,98,679
2100,98,100
2101,98,101
2102,98,529
2103,98,1103
2104,98,487
2105,98,743
2106,98,110
2107,98,495
2108,98,242
2109,98,467
2110,98,372
2111,98,373
2112,98,639
2113,98,533
2114,99,1411
2115,99,262
2116,99,264
2117,99,266
2118,99,142
2119,99,149
2120,99,152
2121,99,422
2122,99,301
2123,99,350
2124,99,455
2125,99,461
2126,99,597
2127,99,598
2128,99,244
2129,99,631
2130,99,380
2131,99,341
2132,100,385
2133,100,392
2134,100,130
2135,100,661
2136,100,401
2137,100,387
2138,100,662
2139,100,1560
2140,100,154
2141,100,525
2142,100,295
2143,100,679
2144,100,477
2145,100,1553
2146,100,308
2147,100,141
2148,100,467
2149,100,341
2150,100,1103
2151,100,861
2152,100,101
2153,100,487
2154,100,743
2155,100,748
2156,100,110
2157,100,242
2158,100,372
2159,100,373
2160,100,765
2161,100,383
2162,101,392
2163,101,130
2164,101,401
2165,101,387
2166,101,662
2167,101,295
2168,101,308
2169,101,141
2170,101,467
2171,101,341
2172,101,477
2173,101,735
2174,101,487
2175,101,743
2176,101,748
2177,101,110
2178,101,242
2179,101,383
2180,101,765
2181,101,533
2182,102,165
2183,102,166
2184,102,103
2185,102,1102
2186,102,1647
2187,102,1209
2188,102,315
2189,103,1209
2190,103,315
2191,103,1102
2192,103,165
2193,104,1057
2194,104,1058
2195,104,1064
2196,104,105
2197,104,1098
2198,104,343
2199,104,398
2200,104,328
2201,104,1065
2202,104,342
2203,104,1143
2204,104,283
2205,104,284
2206,104,138
2207,104,318
2208,104,127
2209,105,1057
2210,105,1058
2211,105,138
2212,105,398
2213,105,318
2214,106,107
2215,106,518
2216,107,320
2217,107,518
2218,107,2073
2219,107,2074
2220,107,1759
2221,107,1532
2222,107,319
2223,108,1123
2224,108,1124
2225,108,109
2226,108,238
2227,108,687
2228,108,338
2229,108,291
2230,108,468
2231,108,1109
2232,108,2199
2233,108,312
2234,108,1300
2235,108,762
2236,108,1308
2237,108,1530
2238,109,1123
2239,109,1124
2240,109,687
2241,109,468
2242,109,1109
2243,109,2199
2244,109,2200
2245,109,1300
2246,109,1530
2247,109,1308
2248,109,349
2249,110,130
2250,110,387
2251,110,516
2252,110,1509
2253,110,141
2254,110,401
2255,110,154
2256,110,295
2257,110,308
2258,110,467
2259,110,477
2260,110,735
2261,110,743
2262,110,487
2263,110,626
2264,110,383
2265,111,1536
2266,111,1539
2267,111,517
2268,111,520
2269,111,534
2270,111,1059
2271,111,1072
2272,111,1100
2273,111,1623
2274,111,112
2275,111,1658
2276,111,1156
2277,111,1670
2278,111,166
2279,111,175
2280,111,176
2281,111,177
2282,111,178
2283,111,179
2284,111,180
2285,111,181
2286,111,182
2287,111,183
2288,111,184
2289,111,185
2290,111,186
2291,111,188
2292,111,189
2293,111,190
2294,111,191
2295,111,194
2296,111,197
2297,111,198
2298,111,203
2299,111,204
2300,111,205
2301,111,206
2302,111,209
2303,111,1234
2304,111,212
2305,111,1240
2306,111,1241
2307,111,1242
2308,111,1244
2309,111,222
2310,111,1253
2311,111,234
2312,111,1260
2313,111,1272
2314,111,257
2315,111,274
2316,111,1304
2317,111,287
2318,111,1320
2319,111,333
2320,111,863
2321,111,911
2322,111,912
2323,111,913
2324,111,916
2325,111,917
2326,111,918
2327,111,920
2328,111,921
2329,111,922
2330,111,923
2331,111,924
2332,111,925
2333,111,926
2334,111,927
2335,111,1442
2336,111,931
2337,111,932
2338,111,933
2339,111,422
2340,111,935
2341,111,936
2342,111,937
2343,111,938
2344,111,939
2345,111,940
2346,111,941
2347,111,942
2348,111,943
2349,111,948
2350,111,952
2351,111,953
2352,111,954
2353,111,959
2354,111,448
2355,111,963
2356,111,965
2357,111,966
2358,111,976
2359,111,1502
2360,111,421
2361,111,934
2362,112,491
2363,112,517
2364,112,1031
2365,112,1032
2366,112,1673
2367,112,194
2368,112,1261
2369,112,274
2370,112,579
2371,112,558
2372,112,922
2373,112,923
2374,112,931
2375,112,932
2376,112,935
2377,112,936
2378,112,1705
2379,112,1707
2380,112,174
2381,112,431
2382,112,176
2383,112,1202
2384,112,179
2385,112,948
2386,112,182
2387,112,185
2388,112,189
2389,112,190
2390,112,191
2391,112,321
2392,112,966
2393,112,204
2394,112,175
2395,112,1100
2396,112,205
2397,112,1871
2398,112,209
2399,112,1494
2400,112,730
2401,112,222
2402,112,351
2403,112,1120
2404,112,891
2405,112,1252
2406,112,1771
2407,112,203
2408,112,1773
2409,112,515
2410,112,703
2411,113,164
2412,113,135
2413,113,2102
2414,113,983
2415,113,120
2416,113,121
2417,113,732
2418,113,153
2419,114,335
2420,114,337
2421,114,115
2422,114,374
2423,115,768
2424,115,2127
2425,115,2326
2426,115,738
2427,115,158
2428,115,2079
2429,115,1701
2430,115,2101
2431,115,2106
2432,115,2107
2433,115,2108
2434,115,2365
2435,115,574
2436,115,2001
2437,115,2115
2438,115,2117
2439,115,2118
2440,115,2119
2441,115,2120
2442,115,2123
2443,115,2125
2444,115,2126
2445,115,2255
2446,115,337
2447,115,2130
2448,115,2131
2449,115,2132
2450,115,2133
2451,115,2135
2452,115,2136
2453,115,335
2454,115,698
2455,115,2274
2456,115,2129
2457,115,744
2458,115,2286
2459,115,239
2460,115,1011
2461,115,374
2462,115,759
2463,115,761
2464,115,2046
2465,116,1300
2466,116,1308
2467,116,543
2468,116,291
2469,116,261
2470,116,1446
2471,116,1576
2472,116,812
2473,116,1581
2474,116,687
2475,116,312
2476,116,1081
2477,116,338
2478,116,468
2479,116,1749
2480,116,2268
2481,116,349
2482,116,1123
2483,116,1124
2484,116,237
2485,116,238
2486,116,495
2487,116,117
2488,116,506
2489,116,1109
2490,117,1123
2491,117,261
2492,117,1446
2493,117,237
2494,117,238
2495,117,495
2496,117,338
2497,117,1109
2498,117,506
2499,118,119
2500,118,159
2501,118,1476
2502,118,478
2503,118,535
2504,119,320
2505,119,535
2506,119,2090
2507,119,2251
2508,119,1292
2509,119,557
2510,119,2269
2511,119,241
2512,119,2164
2513,119,2231
2514,119,2329
2515,119,698
2516,119,2300
2517,119,2301
2518,119,478
2519,119,159
2520,120,449
2521,120,164
2522,120,1157
2523,120,877
2524,120,878
2525,120,436
2526,120,501
2527,120,121
2528,120,699
2529,120,892
2530,120,565
2531,121,1346
2532,121,699
2533,121,164
2534,121,1574
2535,121,1642
2536,121,850
2537,121,1559
2538,121,987
2539,121,892
2540,122,123
2541,123,148
2542,123,828
2543,123,385
2544,124,513
2545,124,136
2546,124,2258
2547,124,1396
2548,124,2233
2549,124,125
2550,125,513
2551,125,866
2552,125,136
2553,125,584
2554,126,1834
2555,126,685
2556,126,847
2557,126,723
2558,126,1851
2559,126,127
2560,127,138
2561,127,847
2562,128,384
2563,128,129
2564,128,259
2565,128,228
2566,128,293
2567,128,710
2568,128,673
2569,128,1418
2570,128,1292
2571,128,227
2572,128,707
2573,128,314
2574,128,605
2575,129,384
2576,129,227
2577,129,420
2578,129,293
2579,129,710
2580,129,673
2581,129,1800
2582,129,707
2583,129,314
2584,129,2081
2585,129,2362
2586,130,385
2587,130,392
2588,130,748
2589,130,141
2590,130,401
2591,130,387
2592,130,662
2593,130,1560
2594,130,154
2595,130,799
2596,130,295
2597,130,477
2598,130,308
2599,130,487
2600,130,525
2601,130,467
2602,130,341
2603,130,1103
2604,130,861
2605,130,735
2606,130,1553
2607,130,679
2608,130,743
2609,130,242
2610,130,372
2611,130,373
2612,130,765
2613,130,383
2614,131,132
2615,132,688
2616,132,868
2617,132,2299
2618,133,134
2619,133,454
2620,133,2097
2621,133,245
2622,133,570
2623,133,571
2624,133,158
2625,134,454
2626,134,2097
2627,134,245
2628,134,570
2629,134,571
2630,134,158
2631,135,419
2632,135,164
2633,135,682
2634,135,153
2635,135,732
2636,136,513
2637,136,449
2638,136,584
2639,136,1610
2640,136,2258
2641,136,1397
2642,136,2233
2643,136,414
2644,137,385
2645,137,155
2646,137,865
2647,137,521
2648,137,490
2649,137,526
2650,137,287
2651,137,341
2652,137,501
2653,138,1793
2654,138,1578
2655,138,398
2656,138,318
2657,139,2083
2658,139,452
2659,139,453
2660,139,231
2661,141,387
2662,141,295
2663,141,743
2664,141,525
2665,141,308
2666,141,477
2667,141,383
2668,142,262
2669,142,308
2670,142,264
2671,142,266
2672,142,244
2673,142,149
2674,142,598
2675,142,731
2676,143,516
2677,143,151
2678,143,144
2679,143,1426
2680,143,276
2681,143,1301
2682,143,1943
2683,143,1176
2684,143,409
2685,143,1562
2686,143,413
2687,143,1694
2688,143,1695
2689,143,1315
2690,143,1956
2691,143,1459
2692,143,1334
2693,143,311
2694,143,700
2695,143,1674
2696,143,961
2697,143,1291
2698,143,1734
2699,143,974
2700,143,1359
2701,143,469
2702,143,1750
2703,143,1495
2704,143,476
2705,143,1146
2706,143,1382
2707,143,1259
2708,143,1901
2709,143,253
2710,143,241
2711,143,1177
2712,143,509
2713,144,151
2714,144,409
2715,144,1061
2716,144,1062
2717,144,1417
2718,144,700
2719,144,459
2720,144,589
2721,144,850
2722,144,469
2723,144,1243
2724,144,1445
2725,144,864
2726,144,353
2727,144,241
2728,144,509
2729,145,2058
2730,145,2061
2731,145,654
2732,145,2078
2733,145,152
2734,145,157
2735,146,160
2736,146,483
2737,146,2150
2738,146,871
2739,146,2253
2740,146,147
2741,146,853
2742,146,855
2743,146,2261
2744,147,160
2745,147,2171
2746,147,853
2747,149,1411
2748,149,516
2749,149,262
2750,149,264
2751,149,266
2752,149,527
2753,149,404
2754,149,152
2755,149,154
2756,149,301
2757,149,350
2758,149,455
2759,149,585
2760,149,588
2761,149,597
2762,149,870
2763,149,244
2764,149,507
2765,149,380
2766,150,2000
2767,150,1988
2768,150,1353
2769,150,1335
2770,150,1135
2771,150,1424
2772,150,151
2773,150,600
2774,150,604
2775,151,514
2776,151,409
2777,151,542
2778,151,546
2779,151,241
2780,151,1335
2781,151,1988
2782,151,840
2783,151,1353
2784,151,2000
2785,151,469
2786,151,600
2787,151,604
2788,151,1424
2789,151,1135
2790,151,625
2791,151,627
2792,151,374
2793,151,509
2794,152,262
2795,152,488
2796,152,266
2797,152,455
2798,152,461
2799,152,301
2800,152,264
2801,152,244
2802,152,350
2803,152,507
2804,152,380
2805,153,682
2806,153,732
2807,154,516
2808,154,385
2809,154,392
2810,154,401
2811,154,662
2812,154,663
2813,154,1560
2814,154,155
2815,154,287
2816,154,295
2817,154,301
2818,154,477
2819,154,308
2820,154,373
2821,154,1103
2822,154,341
2823,154,861
2824,154,1553
2825,154,639
2826,154,487
2827,154,495
2828,154,242
2829,154,499
2830,154,372
2831,154,626
2832,154,679
2833,154,383
2834,155,385
2835,155,776
2836,155,1553
2837,155,533
2838,155,662
2839,155,1560
2840,155,287
2841,155,679
2842,155,392
2843,155,1355
2844,155,1100
2845,155,1103
2846,155,467
2847,155,341
2848,155,861
2849,155,2017
2850,155,295
2851,155,495
2852,155,639
2853,155,383
2854,156,484
2855,156,1128
2856,156,1127
2857,156,334
2858,156,1266
2859,156,851
2860,156,406
2861,156,1175
2862,156,412
2863,156,1245
2864,156,1246
2865,156,1247
2866,157,288
2867,157,1346
2868,157,892
2869,157,316
2870,157,1151
2871,158,454
2872,158,2097
2873,158,245
2874,158,374
2875,159,535
2876,159,1052
2877,160,161
2878,160,738
2879,160,483
2880,160,2149
2881,160,2150
2882,160,2229
2883,160,759
2884,160,2226
2885,160,846
2886,160,465
2887,160,2261
2888,160,854
2889,160,855
2890,160,443
2891,160,444
2892,160,2271
2893,161,698
2894,161,444
2895,161,759
2896,162,163
2897,162,755
2898,163,544
2899,163,2155
2900,163,606
2901,163,607
2902,164,699
2903,165,864
2904,165,738
2905,165,166
2906,165,288
2907,165,1647
2908,165,1209
2909,165,315
2910,166,517
2911,166,1670
2912,166,922
2913,166,923
2914,166,1442
2915,166,931
2916,166,932
2917,166,935
2918,166,1320
2919,166,174
2920,166,175
2921,166,176
2922,166,179
2923,166,948
2924,166,182
2925,166,185
2926,166,315
2927,166,189
2928,166,190
2929,166,191
2930,166,448
2931,166,194
2932,166,333
2933,166,1240
2934,166,1242
2935,166,1244
2936,166,1502
2937,166,1445
2938,166,936
2939,167,168
2940,167,427
2941,167,723
2942,169,1697
2943,169,1636
2944,169,1654
2945,169,1286
2946,169,1089
2947,169,1928
2948,169,1756
2949,169,170
2950,169,1549
2951,169,1805
2952,169,1768
2953,169,1458
2954,169,1811
2955,169,1622
2956,169,536
2957,169,1497
2958,169,1818
2959,169,1777
2960,169,476
2961,169,1596
2962,170,1089
2963,170,1928
2964,170,1805
2965,170,536
2966,170,476
2967,170,1596
2968,171,611
2969,171,708
2970,171,460
2971,171,172
2972,171,365
2973,171,366
2974,171,434
2975,171,504
2976,171,494
2977,171,378
2978,171,381
2979,171,1434
2980,171,405
2981,173,259
2982,173,904
2983,173,1034
2984,173,907
2985,173,1293
2986,173,915
2987,173,1044
2988,173,986
2989,173,415
2990,173,1825
2991,173,547
2992,173,1322
2993,173,1200
2994,173,1213
2995,173,1215
2996,173,1035
2997,173,968
2998,173,724
2999,173,730
3000,173,891
3001,173,229
3002,173,999
3003,173,1006
3004,173,317
3005,173,787
3006,173,373
3007,173,888
3008,173,1855
3009,174,1536
3010,174,1539
3011,174,517
3012,174,520
3013,174,534
3014,174,1059
3015,174,1072
3016,174,1100
3017,174,1623
3018,174,1658
3019,174,1156
3020,174,1670
3021,174,175
3022,174,176
3023,174,177
3024,174,178
3025,174,179
3026,174,180
3027,174,181
3028,174,182
3029,174,183
3030,174,184
3031,174,185
3032,174,186
3033,174,188
3034,174,189
3035,174,190
3036,174,191
3037,174,194
3038,174,197
3039,174,198
3040,174,203
3041,174,204
3042,174,205
3043,174,206
3044,174,209
3045,174,1234
3046,174,212
3047,174,1240
3048,174,1241
3049,174,1242
3050,174,1244
3051,174,222
3052,174,1253
3053,174,234
3054,174,1260
3055,174,1272
3056,174,257
3057,174,274
3058,174,1304
3059,174,287
3060,174,1320
3061,174,333
3062,174,863
3063,174,911
3064,174,912
3065,174,913
3066,174,916
3067,174,917
3068,174,918
3069,174,920
3070,174,921
3071,174,922
3072,174,923
3073,174,924
3074,174,925
3075,174,926
3076,174,927
3077,174,1442
3078,174,931
3079,174,932
3080,174,933
3081,174,422
3082,174,935
3083,174,936
3084,174,937
3085,174,938
3086,174,939
3087,174,940
3088,174,941
3089,174,942
3090,174,943
3091,174,948
3092,174,952
3093,174,953
3094,174,954
3095,174,959
3096,174,448
3097,174,963
3098,174,965
3099,174,966
3100,174,976
3101,174,1502
3102,174,421
3103,174,934
3104,175,1536
3105,175,1539
3106,175,517
3107,175,520
3108,175,534
3109,175,1059
3110,175,1072
3111,175,1100
3112,175,1623
3113,175,1113
3114,175,1120
3115,175,1121
3116,175,1658
3117,175,1156
3118,175,1670
3119,175,176
3120,175,177
3121,175,178
3122,175,179
3123,175,180
3124,175,181
3125,175,182
3126,175,183
3127,175,184
3128,175,185
3129,175,186
3130,175,188
3131,175,189
3132,175,190
3133,175,191
3134,175,194
3135,175,197
3136,175,198
3137,175,203
3138,175,204
3139,175,205
3140,175,206
3141,175,209
3142,175,1234
3143,175,212
3144,175,1240
3145,175,1241
3146,175,1242
3147,175,1244
3148,175,222
3149,175,1253
3150,175,234
3151,175,1260
3152,175,1272
3153,175,257
3154,175,274
3155,175,1304
3156,175,287
3157,175,1320
3158,175,333
3159,175,863
3160,175,911
3161,175,912
3162,175,913
3163,175,916
3164,175,917
3165,175,918
3166,175,920
3167,175,921
3168,175,922
3169,175,923
3170,175,924
3171,175,925
3172,175,926
3173,175,927
3174,175,1442
3175,175,931
3176,175,932
3177,175,933
3178,175,934
3179,175,935
3180,175,936
3181,175,937
3182,175,938
3183,175,939
3184,175,940
3185,175,941
3186,175,942
3187,175,943
3188,175,948
3189,175,952
3190,175,953
3191,175,954
3192,175,957
3193,175,958
3194,175,959
3195,175,448
3196,175,962
3197,175,963
3198,175,965
3199,175,966
3200,175,976
3201,175,1103
3202,175,1502
3203,175,421
3204,175,422
3205,176,1536
3206,176,1539
3207,176,517
3208,176,520
3209,176,534
3210,176,1059
3211,176,1072
3212,176,1100
3213,176,1623
3214,176,1658
3215,176,1156
3216,176,1670
3217,176,177
3218,176,178
3219,176,179
3220,176,180
3221,176,181
3222,176,182
3223,176,183
3224,176,184
3225,176,185
3226,176,186
3227,176,188
3228,176,189
3229,176,190
3230,176,191
3231,176,194
3232,176,197
3233,176,198
3234,176,203
3235,176,204
3236,176,205
3237,176,206
3238,176,209
3239,176,1234
3240,176,212
3241,176,1240
3242,176,1241
3243,176,1242
3244,176,1244
3245,176,222
3246,176,1253
3247,176,234
3248,176,1260
3249,176,1272
3250,176,257
3251,176,274
3252,176,1304
3253,176,287
3254,176,1320
3255,176,333
3256,176,863
3257,176,911
3258,176,912
3259,176,913
3260,176,916
3261,176,917
3262,176,918
3263,176,920
3264,176,921
3265,176,922
3266,176,924
3267,176,925
3268,176,926
3269,176,927
3270,176,1442
3271,176,931
3272,176,932
3273,176,421
3274,176,934
3275,176,935
3276,176,936
3277,176,937
3278,176,938
3279,176,939
3280,176,940
3281,176,941
3282,176,942
3283,176,943
3284,176,948
3285,176,952
3286,176,953
3287,176,954
3288,176,959
3289,176,448
3290,176,963
3291,176,965
3292,176,966
3293,176,976
3294,176,1502
3295,176,933
3296,176,422
3297,177,1668
3298,177,517
3299,177,222
3300,177,1425
3301,177,274
3302,177,917
3303,177,1156
3304,177,922
3305,177,923
3306,177,669
3307,177,287
3308,177,1442
3309,177,931
3310,177,932
3311,177,966
3312,177,935
3313,177,936
3314,177,178
3315,177,179
3316,177,948
3317,177,181
3318,177,182
3319,177,1242
3320,177,185
3321,177,189
3322,177,190
3323,177,191
3324,177,448
3325,177,194
3326,177,198
3327,177,204
3328,177,203
3329,177,1100
3330,177,205
3331,177,206
3332,177,333
3333,177,341
3334,177,1240
3335,177,1627
3336,177,1244
3337,177,1117
3338,177,1502
3339,177,1320
3340,177,1255
3341,177,234
3342,177,1448
3343,178,517
3344,178,1425
3345,178,274
3346,178,917
3347,178,922
3348,178,923
3349,178,1442
3350,178,931
3351,178,932
3352,178,966
3353,178,935
3354,178,936
3355,178,179
3356,178,948
3357,178,222
3358,178,182
3359,178,185
3360,178,189
3361,178,190
3362,178,191
3363,178,448
3364,178,194
3365,178,198
3366,178,204
3367,178,203
3368,178,1100
3369,178,205
3370,178,206
3371,178,333
3372,178,1240
3373,178,1242
3374,178,1627
3375,178,1244
3376,178,1117
3377,178,1502
3378,178,1448
3379,178,1255
3380,178,234
3381,178,1320
3382,179,1536
3383,179,1539
3384,179,517
3385,179,520
3386,179,534
3387,179,1059
3388,179,1072
3389,179,1100
3390,179,1623
3391,179,1658
3392,179,1670
3393,179,180
3394,179,181
3395,179,182
3396,179,183
3397,179,184
3398,179,185
3399,179,186
3400,179,188
3401,179,189
3402,179,190
3403,179,191
3404,179,194
3405,179,197
3406,179,198
3407,179,203
3408,179,204
3409,179,205
3410,179,206
3411,179,209
3412,179,1234
3413,179,212
3414,179,1240
3415,179,1241
3416,179,1242
3417,179,1244
3418,179,222
3419,179,1253
3420,179,234
3421,179,1260
3422,179,1272
3423,179,257
3424,179,274
3425,179,1304
3426,179,1320
3427,179,333
3428,179,863
3429,179,911
3430,179,912
3431,179,913
3432,179,916
3433,179,917
3434,179,918
3435,179,920
3436,179,921
3437,179,923
3438,179,924
3439,179,925
3440,179,926
3441,179,927
3442,179,1442
3443,179,931
3444,179,932
3445,179,933
3446,179,934
3447,179,935
3448,179,936
3449,179,937
3450,179,938
3451,179,939
3452,179,940
3453,179,941
3454,179,942
3455,179,943
3456,179,948
3457,179,952
3458,179,953
3459,179,954
3460,179,959
3461,179,448
3462,179,963
3463,179,965
3464,179,966
3465,179,976
3466,179,1502
3467,179,421
3468,179,422
3469,180,1156
3470,180,517
3471,180,274
3472,180,579
3473,180,917
3474,180,922
3475,180,923
3476,180,287
3477,180,1442
3478,180,931
3479,180,932
3480,180,966
3481,180,935
3482,180,936
3483,180,948
3484,180,222
3485,180,182
3486,180,185
3487,180,189
3488,180,190
3489,180,191
3490,180,448
3491,180,194
3492,180,198
3493,180,204
3494,180,203
3495,180,1100
3496,180,205
3497,180,206
3498,180,333
3499,180,1240
3500,180,1242
3501,180,1244
3502,180,1502
3503,180,1320
3504,181,1156
3505,181,517
3506,181,274
3507,181,917
3508,181,922
3509,181,923
3510,181,287
3511,181,1442
3512,181,931
3513,181,932
3514,181,198
3515,181,935
3516,181,936
3517,181,948
3518,181,222
3519,181,182
3520,181,185
3521,181,189
3522,181,190
3523,181,448
3524,181,194
3525,181,966
3526,181,204
3527,181,203
3528,181,1100
3529,181,205
3530,181,206
3531,181,333
3532,181,1240
3533,181,1242
3534,181,1244
3535,181,1502
3536,181,1320
3537,181,191
3538,182,1536
3539,182,1539
3540,182,517
3541,182,520
3542,182,534
3543,182,1059
3544,182,1072
3545,182,1100
3546,182,1623
3547,182,1658
3548,182,1670
3549,182,183
3550,182,184
3551,182,185
3552,182,186
3553,182,188
3554,182,190
3555,182,191
3556,182,194
3557,182,197
3558,182,198
3559,182,203
3560,182,204
3561,182,205
3562,182,206
3563,182,209
3564,182,1234
3565,182,212
3566,182,1240
3567,182,1241
3568,182,1242
3569,182,1244
3570,182,222
3571,182,1253
3572,182,234
3573,182,1260
3574,182,1272
3575,182,257
3576,182,274
3577,182,1304
3578,182,1320
3579,182,333
3580,182,863
3581,182,911
3582,182,912
3583,182,913
3584,182,916
3585,182,917
3586,182,918
3587,182,920
3588,182,921
3589,182,922
3590,182,923
3591,182,924
3592,182,925
3593,182,926
3594,182,927
3595,182,1442
3596,182,931
3597,182,932
3598,182,933
3599,182,422
3600,182,935
3601,182,936
3602,182,937
3603,182,938
3604,182,939
3605,182,940
3606,182,941
3607,182,942
3608,182,943
3609,182,948
3610,182,952
3611,182,953
3612,182,954
3613,182,959
3614,182,448
3615,182,963
3616,182,965
3617,182,966
3618,182,976
3619,182,1502
3620,182,421
3621,182,934
3622,183,517
3623,183,274
3624,183,917
3625,183,922
3626,183,923
3627,183,1442
3628,183,931
3629,183,932
3630,183,966
3631,183,935
3632,183,936
3633,183,948
3634,183,222
3635,183,185
3636,183,189
3637,183,190
3638,183,191
3639,183,448
3640,183,194
3641,183,198
3642,183,204
3643,183,203
3644,183,1100
3645,183,205
3646,183,206
3647,183,333
3648,183,1240
3649,183,1242
3650,183,1244
3651,183,1502
3652,183,1320
3653,184,517
3654,184,274
3655,184,917
3656,184,922
3657,184,923
3658,184,1442
3659,184,931
3660,184,932
3661,184,966
3662,184,935
3663,184,936
3664,184,948
3665,184,222
3666,184,185
3667,184,189
3668,184,190
3669,184,191
3670,184,448
3671,184,194
3672,184,198
3673,184,204
3674,184,203
3675,184,1100
3676,184,205
3677,184,206
3678,184,333
3679,184,1240
3680,184,1242
3681,184,1244
3682,184,1502
3683,184,1320
3684,185,1536
3685,185,1539
3686,185,517
3687,185,520
3688,185,534
3689,185,1059
3690,185,1072
3691,185,1100
3692,185,1623
3693,185,1658
3694,185,1670
3695,185,186
3696,185,188
3697,185,189
3698,185,190
3699,185,191
3700,185,194
3701,185,197
3702,185,198
3703,185,203
3704,185,204
3705,185,205
3706,185,206
3707,185,209
3708,185,1234
3709,185,212
3710,185,1240
3711,185,1241
3712,185,1242
3713,185,1244
3714,185,222
3715,185,1253
3716,185,234
3717,185,1260
3718,185,1272
3719,185,257
3720,185,274
3721,185,1304
3722,185,1320
3723,185,333
3724,185,863
3725,185,911
3726,185,912
3727,185,913
3728,185,916
3729,185,917
3730,185,918
3731,185,920
3732,185,921
3733,185,922
3734,185,923
3735,185,924
3736,185,925
3737,185,926
3738,185,927
3739,185,1442
3740,185,931
3741,185,932
3742,185,933
3743,185,422
3744,185,935
3745,185,937
3746,185,938
3747,185,939
3748,185,940
3749,185,941
3750,185,942
3751,185,943
3752,185,948
3753,185,952
3754,185,953
3755,185,954
3756,185,959
3757,185,448
3758,185,963
3759,185,965
3760,185,966
3761,185,976
3762,185,1502
3763,185,421
3764,185,934
3765,186,1156
3766,186,517
3767,186,274
3768,186,917
3769,186,922
3770,186,923
3771,186,287
3772,186,1442
3773,186,931
3774,186,932
3775,186,966
3776,186,935
3777,186,936
3778,186,948
3779,186,222
3780,186,189
3781,186,190
3782,186,191
3783,186,448
3784,186,194
3785,186,198
3786,186,204
3787,186,203
3788,186,1100
3789,186,205
3790,186,206
3791,186,333
3792,186,1240
3793,186,1242
3794,186,1244
3795,186,1502
3796,186,1320
3797,188,517
3798,188,274
3799,188,431
3800,188,922
3801,188,923
3802,188,1442
3803,188,931
3804,188,932
3805,188,966
3806,188,935
3807,188,936
3808,188,948
3809,188,222
3810,188,189
3811,188,190
3812,188,191
3813,188,448
3814,188,194
3815,188,198
3816,188,204
3817,188,203
3818,188,1100
3819,188,205
3820,188,206
3821,188,333
3822,188,1240
3823,188,1242
3824,188,1244
3825,188,1502
3826,188,1320
3827,188,917
3828,189,1536
3829,189,1539
3830,189,517
3831,189,520
3832,189,534
3833,189,1059
3834,189,1072
3835,189,1100
3836,189,1623
3837,189,1658
3838,189,1670
3839,189,190
3840,189,191
3841,189,194
3842,189,197
3843,189,198
3844,189,203
3845,189,204
3846,189,205
3847,189,206
3848,189,209
3849,189,1234
3850,189,212
3851,189,1240
3852,189,1241
3853,189,1242
3854,189,1244
3855,189,222
3856,189,1253
3857,189,234
3858,189,1260
3859,189,1272
3860,189,257
3861,189,274
3862,189,1304
3863,189,1320
3864,189,333
3865,189,863
3866,189,911
3867,189,912
3868,189,913
3869,189,916
3870,189,917
3871,189,918
3872,189,920
3873,189,921
3874,189,922
3875,189,923
3876,189,924
3877,189,925
3878,189,926
3879,189,927
3880,189,1442
3881,189,931
3882,189,932
3883,189,933
3884,189,934
3885,189,935
3886,189,936
3887,189,937
3888,189,938
3889,189,939
3890,189,940
3891,189,941
3892,189,942
3893,189,943
3894,189,948
3895,189,952
3896,189,953
3897,189,954
3898,189,959
3899,189,448
3900,189,963
3901,189,965
3902,189,966
3903,189,976
3904,189,1502
3905,189,421
3906,189,422
3907,190,1536
3908,190,1539
3909,190,517
3910,190,520
3911,190,534
3912,190,1059
3913,190,1072
3914,190,1100
3915,190,1623
3916,190,1658
3917,190,1670
3918,190,191
3919,190,197
3920,190,198
3921,190,203
3922,190,204
3923,190,205
3924,190,206
3925,190,209
3926,190,1234
3927,190,212
3928,190,1240
3929,190,1241
3930,190,1242
3931,190,1244
3932,190,222
3933,190,1253
3934,190,234
3935,190,1260
3936,190,1272
3937,190,257
3938,190,274
3939,190,1304
3940,190,1320
3941,190,333
3942,190,863
3943,190,911
3944,190,912
3945,190,913
3946,190,916
3947,190,917
3948,190,918
3949,190,920
3950,190,921
3951,190,922
3952,190,923
3953,190,924
3954,190,925
3955,190,926
3956,190,927
3957,190,1442
3958,190,931
3959,190,932
3960,190,933
3961,190,422
3962,190,935
3963,190,936
3964,190,937
3965,190,938
3966,190,939
3967,190,940
3968,190,941
3969,190,942
3970,190,943
3971,190,948
3972,190,952
3973,190,953
3974,190,954
3975,190,959
3976,190,448
3977,190,963
3978,190,965
3979,190,966
3980,190,976
3981,190,1502
3982,190,421
3983,190,934
3984,191,1536
3985,191,1539
3986,191,517
3987,191,520
3988,191,534
3989,191,1059
3990,191,1072
3991,191,1100
3992,191,1623
3993,191,1113
3994,191,1120
3995,191,1121
3996,191,1658
3997,191,1670
3998,191,194
3999,191,197
4000,191,198
4001,191,203
4002,191,204
4003,191,205
4004,191,206
4005,191,209
4006,191,1234
4007,191,212
4008,191,1240
4009,191,1241
4010,191,1242
4011,191,1244
4012,191,222
4013,191,1253
4014,191,234
4015,191,1260
4016,191,1272
4017,191,257
4018,191,274
